pg_txn_id,merchant_id,order_id,payment_method,card_network,settlement_id,settled_at,gross_amount,fee,tax,net_amount,error_code,status
pay_686bac12c16548,MID_RAZOR_991,ORD-2026-3932,NETBANKING,NA,setl_d967a2ae4b,2026-05-03 01:00:15,12562.67,251.25,45.23,12266.19,,SETTLED
pay_e301250b7d1f48,MID_RAZOR_991,ORD-2026-3933,NETBANKING,NA,setl_d7c2bdd3f6,2026-05-03 01:15:18,14213.11,284.26,51.17,13877.68,,SETTLED
pay_db16377d5d6440,MID_RAZOR_991,ORD-2026-3934,UPI,NA,setl_0601718a5d,2026-05-03 01:30:38,6812.49,136.25,24.52,6651.72,,SETTLED
pay_b1ed45fa63554b,MID_RAZOR_991,ORD-2026-3935,UPI,NA,setl_911cd4954d,2026-05-03 01:45:39,2543.19,50.86,9.15,2483.18,,SETTLED
pay_8d21973c11ed4e,MID_RAZOR_991,ORD-2026-3936,CREDIT_CARD,RuPay,setl_da04e45a01,2026-05-03 02:00:19,10507.57,210.15,37.83,10259.59,,SETTLED
pay_0e31ab7a4e594a,MID_RAZOR_991,ORD-2026-3937,CREDIT_CARD,RuPay,setl_ca16319296,2026-05-03 02:15:18,11124.71,222.49,40.05,10862.17,,SETTLED
pay_df1be6147f2b4e,MID_RAZOR_991,ORD-2026-3938,UPI,NA,setl_902582c172,2026-05-03 02:30:05,7330.36,146.61,26.39,7157.36,,SETTLED
pay_7f11880ecdd848,MID_RAZOR_991,ORD-2026-3939,DEBIT_CARD,Mastercard,setl_65701e481b,2026-05-03 02:45:44,8139.27,162.79,29.3,7947.18,,SETTLED
pay_469aeff88c3747,MID_RAZOR_991,ORD-2026-3940,UPI,NA,setl_82ac7b44f9,2026-05-03 03:00:03,3680.43,73.61,13.25,3593.57,,SETTLED
pay_ac3149c7255243,MID_RAZOR_991,ORD-2026-3941,CREDIT_CARD,Mastercard,setl_f55938e5de,2026-05-03 03:15:00,1404.63,28.09,5.06,1371.48,,SETTLED
pay_621a82cf6a8241,MID_RAZOR_991,ORD-2026-3942,DEBIT_CARD,RuPay,setl_b546afdfe8,2026-05-03 03:30:34,6242.43,124.85,22.47,6095.11,,SETTLED
pay_ac50531d614547,MID_RAZOR_991,ORD-2026-3943,DEBIT_CARD,RuPay,setl_0eeac9b7d9,2026-05-03 03:45:17,4041.94,80.84,14.55,3946.55,,SETTLED
pay_8058641c69b74f,MID_RAZOR_991,ORD-2026-3944,DEBIT_CARD,Mastercard,setl_86ecf512ca,2026-05-03 04:00:44,2846.66,56.93,10.25,2779.48,,SETTLED
pay_b118a29a88904d,MID_RAZOR_991,ORD-2026-3945,UPI,NA,setl_401c945345,2026-05-03 04:15:03,7040.98,140.82,25.35,6874.81,,SETTLED
pay_7e9d18b22f4149,MID_RAZOR_991,ORD-2026-3946,NETBANKING,NA,setl_be0f74c340,2026-05-03 04:30:48,6824.14,136.48,24.57,6663.09,,SETTLED
pay_0f344e7d038742,MID_RAZOR_991,ORD-2026-3947,CREDIT_CARD,Mastercard,setl_c7d353d679,2026-05-03 04:45:39,13447.87,268.96,48.41,13130.5,,SETTLED
pay_bd52eeae811c49,MID_RAZOR_991,ORD-2026-3948,UPI,NA,setl_060d53f505,2026-05-03 05:00:32,5375.23,107.5,19.35,5248.38,,SETTLED
pay_0800c034e06d48,MID_RAZOR_991,ORD-2026-3949,NETBANKING,NA,setl_847724a23b,2026-05-03 05:15:11,6265.92,125.32,22.56,6118.04,,SETTLED
pay_7959662d4ef640,MID_RAZOR_991,ORD-2026-3950,UPI,NA,setl_444a89d16c,2026-05-03 05:30:00,14610.64,292.21,52.6,14265.83,,SETTLED
pay_fe2ca743ff074b,MID_RAZOR_991,ORD-2026-3951,CREDIT_CARD,RuPay,setl_1f2e6ef4a8,2026-05-03 05:45:57,3771.33,75.43,13.58,3682.32,,SETTLED
pay_8f7edcdeebcf48,MID_RAZOR_991,ORD-2026-3952,CREDIT_CARD,Visa,setl_ab9af99c5a,2026-05-03 06:00:57,3209.11,64.18,11.55,3133.38,,SETTLED
pay_3b0262f0be2f4b,MID_RAZOR_991,ORD-2026-3953,UPI,NA,setl_22c09249a4,2026-05-03 06:15:25,14313.68,286.27,51.53,13975.88,,SETTLED
pay_fb3c537c1e0542,MID_RAZOR_991,ORD-2026-3954,UPI,NA,setl_599416dad9,2026-05-03 06:30:27,11455.01,229.1,41.24,11184.67,,SETTLED
pay_08afb1244bb94f,MID_RAZOR_991,ORD-2026-3955,UPI,NA,setl_834603f4ec,2026-05-03 06:45:54,9985.74,199.71,35.95,9750.08,,SETTLED
pay_bfe86a7d1b2248,MID_RAZOR_991,ORD-2026-3956,CREDIT_CARD,Visa,setl_0b0225d4df,2026-05-03 07:00:38,6946.62,138.93,25.01,6782.68,,SETTLED
pay_1f427a3bbdd548,MID_RAZOR_991,ORD-2026-3957,UPI,NA,setl_94fbea5398,2026-05-03 07:15:22,14564.09,291.28,52.43,14220.38,,SETTLED
pay_84b23c090efa44,MID_RAZOR_991,ORD-2026-3958,DEBIT_CARD,Visa,setl_c519ae6720,2026-05-03 07:30:42,7713.44,154.27,27.77,7531.4,,SETTLED
pay_a609b37a5bf241,MID_RAZOR_991,ORD-2026-3959,NETBANKING,NA,setl_d7ad8c00aa,2026-05-03 07:45:23,10591.0,211.82,38.13,10341.05,,SETTLED
pay_cfe78c8697e245,MID_RAZOR_991,ORD-2026-3960,DEBIT_CARD,Mastercard,setl_bb07d77398,2026-05-03 08:00:53,1865.91,37.32,6.72,1821.87,,SETTLED
pay_e65194f8e72848,MID_RAZOR_991,ORD-2026-3961,CREDIT_CARD,Visa,setl_9573fa96c2,2026-05-03 08:15:20,3740.98,74.82,13.47,3652.69,,SETTLED
pay_b4629f50e78b47,MID_RAZOR_991,ORD-2026-3962,UPI,NA,setl_97bd255a47,2026-05-03 08:30:48,6942.9,138.86,24.99,6779.05,,SETTLED
pay_d0068648295d4e,MID_RAZOR_991,ORD-2026-3963,UPI,NA,setl_cab1d1510c,2026-05-03 08:45:28,4387.7,87.75,15.79,4284.16,,SETTLED
pay_312eea9257e44a,MID_RAZOR_991,ORD-2026-3964,NETBANKING,NA,setl_8b8fec358a,2026-05-03 09:00:37,14832.71,296.65,53.4,14482.66,,SETTLED
pay_8724270a460045,MID_RAZOR_991,ORD-2026-3965,NETBANKING,NA,setl_6d18cfc9a0,2026-05-03 09:15:31,813.11,16.26,2.93,793.92,,SETTLED
pay_19b15e6ac01e4d,MID_RAZOR_991,ORD-2026-3966,DEBIT_CARD,Mastercard,setl_b588ff5a64,2026-05-03 09:30:43,7721.44,154.43,27.8,7539.21,,SETTLED
pay_2b408ee8d7794e,MID_RAZOR_991,ORD-2026-3967,DEBIT_CARD,Visa,setl_1415afc031,2026-05-03 09:45:17,1591.39,31.83,5.73,1553.83,,SETTLED
pay_2f41fe1b1a8445,MID_RAZOR_991,ORD-2026-3968,UPI,NA,setl_aac8c6c6e8,2026-05-03 10:00:26,7199.63,143.99,25.92,7029.72,,SETTLED
pay_281bde64876a4a,MID_RAZOR_991,ORD-2026-3969,DEBIT_CARD,RuPay,setl_2f8ca60edd,2026-05-03 10:15:25,11129.6,222.59,40.07,10866.94,,SETTLED
pay_e0ce62a7e00c4f,MID_RAZOR_991,ORD-2026-3970,DEBIT_CARD,Mastercard,setl_c8a366f95f,2026-05-03 10:30:34,905.34,18.11,3.26,883.97,,SETTLED
pay_e21d1d83e52a46,MID_RAZOR_991,ORD-2026-3971,CREDIT_CARD,Mastercard,setl_db68e75d18,2026-05-03 10:45:40,7964.16,159.28,28.67,7776.21,,SETTLED
pay_02c8b3e0f07a4d,MID_RAZOR_991,ORD-2026-3972,UPI,NA,setl_4dbf6a5445,2026-05-03 11:00:53,13370.63,267.41,48.13,13055.09,,SETTLED
pay_357b0e8e710c4f,MID_RAZOR_991,ORD-2026-3973,UPI,NA,setl_b5e5184248,2026-05-03 11:15:25,6303.11,126.06,22.69,6154.36,,SETTLED
pay_ea5d1cf52cbf43,MID_RAZOR_991,ORD-2026-3974,DEBIT_CARD,Visa,setl_9e09b48644,2026-05-03 11:30:33,2013.43,40.27,7.25,1965.91,,SETTLED
pay_3782ecdf989741,MID_RAZOR_991,ORD-2026-3975,CREDIT_CARD,Mastercard,setl_9696674f2d,2026-05-03 11:45:51,1096.66,21.93,3.95,1070.78,,SETTLED
pay_d96a7b69836a45,MID_RAZOR_991,ORD-2026-3976,CREDIT_CARD,Mastercard,setl_ccab99916c,2026-05-03 12:00:38,11184.95,223.7,40.27,10920.98,,SETTLED
pay_7a45d676536543,MID_RAZOR_991,ORD-2026-3977,CREDIT_CARD,RuPay,setl_6bae46f1c5,2026-05-03 12:15:09,13919.09,278.38,50.11,13590.6,,SETTLED
pay_479a7626c30a41,MID_RAZOR_991,ORD-2026-3978,UPI,NA,setl_79a2aa8608,2026-05-03 12:30:43,5501.24,110.02,19.8,5371.42,,SETTLED
pay_2c39a22817924c,MID_RAZOR_991,ORD-2026-3979,DEBIT_CARD,Mastercard,setl_a401223099,2026-05-03 12:45:13,750.67,15.01,2.7,732.96,,SETTLED
pay_9057a44ad3fe46,MID_RAZOR_991,ORD-2026-3980,DEBIT_CARD,Mastercard,setl_b16015b77e,2026-05-03 13:00:12,12469.29,249.39,44.89,12175.01,,SETTLED
pay_8f2d0de0a1dd4f,MID_RAZOR_991,ORD-2026-3981,NETBANKING,NA,setl_dbab926dfe,2026-05-03 13:15:36,1250.9,25.02,4.5,1221.38,,SETTLED
pay_cd6c94ad03aa40,MID_RAZOR_991,ORD-2026-3982,NETBANKING,NA,setl_cc31506434,2026-05-03 13:30:10,6509.46,130.19,23.43,6355.84,,SETTLED
pay_d1a6f8b809c342,MID_RAZOR_991,ORD-2026-3983,CREDIT_CARD,Visa,setl_3566e26b07,2026-05-03 13:45:23,13384.06,267.68,48.18,13068.2,,SETTLED
pay_9bffbb9eaa5942,MID_RAZOR_991,ORD-2026-3984,DEBIT_CARD,Visa,setl_80b15e073b,2026-05-03 14:00:08,9221.07,184.42,33.2,9003.45,,SETTLED
pay_81e3d2a157ac45,MID_RAZOR_991,ORD-2026-3985,DEBIT_CARD,Visa,setl_1e69a25531,2026-05-03 14:15:35,13584.61,271.69,48.9,13264.02,,SETTLED
pay_a4ab04c3479842,MID_RAZOR_991,ORD-2026-3986,NETBANKING,NA,setl_03e8c341fb,2026-05-03 14:30:09,11917.26,238.35,42.9,11636.01,,SETTLED
pay_90c260942f9549,MID_RAZOR_991,ORD-2026-3987,NETBANKING,NA,setl_f8c8f4b109,2026-05-03 14:45:55,7426.46,148.53,26.74,7251.19,,SETTLED
pay_642dcea23f4843,MID_RAZOR_991,ORD-2026-3988,CREDIT_CARD,RuPay,setl_fce095bbb1,2026-05-03 15:00:38,614.76,12.3,2.21,600.25,,SETTLED
pay_1d1b3294e33f49,MID_RAZOR_991,ORD-2026-3989,NETBANKING,NA,setl_dcc4b9fe8a,2026-05-03 15:15:50,926.29,18.53,3.34,904.42,,SETTLED
pay_9b9cad00bd4447,MID_RAZOR_991,ORD-2026-3990,DEBIT_CARD,Mastercard,setl_48c0e9172a,2026-05-03 15:30:18,10428.65,208.57,37.54,10182.54,,SETTLED
pay_4448477f66e74d,MID_RAZOR_991,ORD-2026-3991,NETBANKING,NA,setl_f8a2e169db,2026-05-03 15:45:20,2975.48,59.51,10.71,2905.26,,SETTLED
pay_c6a4d11bf8724e,MID_RAZOR_991,ORD-2026-3992,NETBANKING,NA,setl_377ac59c57,2026-05-03 16:00:53,1686.62,33.73,6.07,1646.82,,SETTLED
pay_1e720c18d0714d,MID_RAZOR_991,ORD-2026-3993,CREDIT_CARD,RuPay,setl_da8af9afef,2026-05-03 16:15:10,10671.99,213.44,38.42,10420.13,,SETTLED
pay_4e0c27c5a3cb46,MID_RAZOR_991,ORD-2026-3994,CREDIT_CARD,Mastercard,setl_1d4bb39b27,2026-05-03 16:30:11,14224.32,284.49,51.21,13888.62,,SETTLED
pay_12e54969ff8f44,MID_RAZOR_991,ORD-2026-3995,CREDIT_CARD,Mastercard,setl_bf9d656844,2026-05-03 16:45:29,7672.48,153.45,27.62,7491.41,,SETTLED
pay_42dd014c5be344,MID_RAZOR_991,ORD-2026-3996,CREDIT_CARD,Mastercard,setl_26097f2242,2026-05-03 17:00:22,8557.43,171.15,30.81,8355.47,,SETTLED
pay_3f945caf9e4840,MID_RAZOR_991,ORD-2026-3997,DEBIT_CARD,RuPay,setl_80594d9bca,2026-05-03 17:15:43,12704.62,254.09,45.74,12404.79,,SETTLED
pay_c942daf82b954a,MID_RAZOR_991,ORD-2026-3998,DEBIT_CARD,Visa,setl_bd1584a906,2026-05-03 17:30:23,9416.74,188.33,33.9,9194.51,,SETTLED
pay_50480f6d8a0545,MID_RAZOR_991,ORD-2026-3999,UPI,NA,setl_58a9d7ca5a,2026-05-03 17:45:23,4973.45,99.47,17.9,4856.08,,SETTLED
pay_d6885cae6e4046,MID_RAZOR_991,ORD-2026-4000,DEBIT_CARD,Visa,setl_1ee801354a,2026-05-03 18:00:14,11587.94,231.76,41.72,11314.46,,SETTLED
pay_627a247ab4714c,MID_RAZOR_991,ORD-2026-4001,DEBIT_CARD,Mastercard,setl_d2a0d461d7,2026-04-14 19:05:00,17729.21,416.64,75.0,17237.57,,SETTLED
pay_75fe5390b2a442,MID_RAZOR_991,ORD-2026-4002,DEBIT_CARD,Mastercard,setl_a296170d16,2026-04-14 19:10:00,12450.46,292.59,52.67,12105.2,,SETTLED
pay_02bd6bbb860044,MID_RAZOR_991,ORD-2026-4003,CREDIT_CARD,Visa,setl_09aa794a32,2026-04-14 19:15:00,2659.65,62.5,11.25,2585.9,,SETTLED
pay_923472a771e445,MID_RAZOR_991,ORD-2026-4004,CREDIT_CARD,Visa,setl_b8546194a2,2026-04-14 19:20:00,4246.61,99.8,17.96,4128.85,,SETTLED
pay_add481bf9b3b4c,MID_RAZOR_991,ORD-2026-4005,CREDIT_CARD,Visa,setl_5ef2be0b3c,2026-04-14 19:25:00,14390.86,338.19,60.87,13991.8,,SETTLED
pay_8b914b7fce924c,MID_RAZOR_991,ORD-2026-4006,CREDIT_CARD,Visa,setl_07644fc2d7,2026-04-14 19:30:00,11233.64,263.99,47.52,10922.13,,SETTLED
pay_5e1e29045b8a4b,MID_RAZOR_991,ORD-2026-4007,CREDIT_CARD,Mastercard,setl_5e08ac0f01,2026-04-14 19:35:00,8347.27,196.16,35.31,8115.8,,SETTLED
pay_0dbab5d3aa4043,MID_RAZOR_991,ORD-2026-4008,CREDIT_CARD,Mastercard,setl_a011375b0b,2026-04-14 19:40:00,7134.34,167.66,30.18,6936.5,,SETTLED
pay_d689c3a3059c49,MID_RAZOR_991,ORD-2026-4009,CREDIT_CARD,Mastercard,setl_1e69efb0a3,2026-04-14 19:45:00,7642.3,179.59,32.33,7430.38,,SETTLED
pay_cae17392377044,MID_RAZOR_991,ORD-2026-4010,DEBIT_CARD,Visa,setl_4115779c0b,2026-04-14 19:50:00,16971.18,398.82,71.79,16500.57,,SETTLED
pay_cec0c2fe62754e,MID_RAZOR_991,ORD-2026-4011,CREDIT_CARD,Mastercard,setl_12bc49fbf7,2026-04-14 19:55:00,3827.49,89.95,16.19,3721.35,,SETTLED
pay_3363aa8cee9f40,MID_RAZOR_991,ORD-2026-4012,DEBIT_CARD,Mastercard,setl_1094ee7a1d,2026-04-14 20:00:00,5383.85,126.52,22.77,5234.56,,SETTLED
pay_a3eecfe4195749,MID_RAZOR_991,ORD-2026-4013,DEBIT_CARD,Mastercard,setl_a70195b80b,2026-04-14 20:05:00,9968.48,234.26,42.17,9692.05,,SETTLED
pay_0538e1c1fe5840,MID_RAZOR_991,ORD-2026-4014,CREDIT_CARD,Mastercard,setl_f2efea7827,2026-04-14 20:10:00,19764.86,464.47,83.6,19216.79,,SETTLED
pay_b3e2d9394d704f,MID_RAZOR_991,ORD-2026-4015,DEBIT_CARD,Mastercard,setl_bbc9214e5b,2026-04-14 20:15:00,17995.86,422.9,76.12,17496.84,,SETTLED
pay_ccbe36c428db4b,MID_RAZOR_991,ORD-2026-4016,CREDIT_CARD,Mastercard,setl_f6ee62ce7a,2026-04-14 20:20:00,14410.89,338.66,60.96,14011.27,,SETTLED
pay_3e5bf12a28bf49,MID_RAZOR_991,ORD-2026-4017,CREDIT_CARD,Mastercard,setl_0962e697e8,2026-04-14 20:25:00,12393.91,291.26,52.43,12050.22,,SETTLED
pay_88bba1c36a0048,MID_RAZOR_991,ORD-2026-4018,CREDIT_CARD,Mastercard,setl_1871bdeb51,2026-04-14 20:30:00,14676.89,344.91,62.08,14269.9,,SETTLED
pay_215304cf8f0647,MID_RAZOR_991,ORD-2026-4019,DEBIT_CARD,Mastercard,setl_947480f23a,2026-04-14 20:35:00,18282.84,429.65,77.34,17775.85,,SETTLED
pay_eb8540fabfeb40,MID_RAZOR_991,ORD-2026-4020,DEBIT_CARD,Mastercard,setl_0e1e9134e0,2026-04-14 20:40:00,15250.21,358.38,64.51,14827.32,,SETTLED
pay_b9c979f92ef04a,MID_RAZOR_991,ORD-2026-4021,DEBIT_CARD,Mastercard,setl_5431cb2bf4,2026-04-14 20:45:00,12491.1,293.54,52.84,12144.72,,SETTLED
pay_132e484751e348,MID_RAZOR_991,ORD-2026-4022,DEBIT_CARD,Visa,setl_f5a98ff921,2026-04-14 20:50:00,7914.68,185.99,33.48,7695.21,,SETTLED
pay_06b12e7beb9048,MID_RAZOR_991,ORD-2026-4023,CREDIT_CARD,Visa,setl_aa13d60d7b,2026-04-14 20:55:00,17166.57,403.41,72.61,16690.55,,SETTLED
pay_43c1205c0d2941,MID_RAZOR_991,ORD-2026-4024,DEBIT_CARD,Visa,setl_2bc0c59595,2026-04-14 21:00:00,15413.46,362.22,65.2,14986.04,,SETTLED
pay_b6eaec76aea244,MID_RAZOR_991,ORD-2026-4025,CREDIT_CARD,Mastercard,setl_6a6aedefff,2026-04-14 21:05:00,7386.32,173.58,31.24,7181.5,,SETTLED
pay_7f2880cb759449,MID_RAZOR_991,ORD-2026-4026,DEBIT_CARD,Mastercard,setl_8c3f4f3fd4,2026-04-14 21:10:00,2259.0,53.09,9.56,2196.35,,SETTLED
pay_d5df89c5a91141,MID_RAZOR_991,ORD-2026-4027,DEBIT_CARD,Mastercard,setl_57e9c51bfa,2026-04-14 21:15:00,16595.93,390.0,70.2,16135.73,,SETTLED
pay_de0c6e9ef26b47,MID_RAZOR_991,ORD-2026-4028,CREDIT_CARD,Visa,setl_d1916d933d,2026-04-14 21:20:00,11415.3,268.26,48.29,11098.75,,SETTLED
pay_340b6802854a49,MID_RAZOR_991,ORD-2026-4029,CREDIT_CARD,Mastercard,setl_fa1dc2baf4,2026-04-14 21:25:00,15070.15,354.15,63.75,14652.25,,SETTLED
pay_a5b8d2f9994e40,MID_RAZOR_991,ORD-2026-4030,DEBIT_CARD,Visa,setl_4ca2fb5450,2026-04-14 21:30:00,17280.58,406.09,73.1,16801.39,,SETTLED
pay_cca32ae3c1f64f,MID_RAZOR_991,ORD-2026-4031,DEBIT_CARD,Mastercard,setl_1b4442d365,2026-04-14 21:35:00,17017.26,399.91,71.98,16545.37,,SETTLED
pay_e860b7c1c5384d,MID_RAZOR_991,ORD-2026-4032,CREDIT_CARD,Visa,setl_081c8e8c05,2026-04-14 21:40:00,17975.14,422.42,76.04,17476.68,,SETTLED
pay_8929c97222434d,MID_RAZOR_991,ORD-2026-4033,CREDIT_CARD,Mastercard,setl_e19c6ffa67,2026-04-14 21:45:00,10015.31,235.36,42.36,9737.59,,SETTLED
pay_bc312e24056349,MID_RAZOR_991,ORD-2026-4034,DEBIT_CARD,Mastercard,setl_f285581bfe,2026-04-14 21:50:00,18643.01,438.11,78.86,18126.04,,SETTLED
pay_18d0b507e1a744,MID_RAZOR_991,ORD-2026-4035,DEBIT_CARD,Mastercard,setl_a3a54537cf,2026-04-14 21:55:00,15401.24,361.93,65.15,14974.16,,SETTLED
pay_0aa1ddf243f940,MID_RAZOR_991,ORD-2026-4036,CREDIT_CARD,Visa,setl_f9581153e7,2026-04-14 22:00:00,15838.44,372.2,67.0,15399.24,,SETTLED
pay_68ef878d34dc41,MID_RAZOR_991,ORD-2026-4037,DEBIT_CARD,Visa,setl_cf2a703224,2026-04-14 22:05:00,2359.55,55.45,9.98,2294.12,,SETTLED
pay_610c4a38285640,MID_RAZOR_991,ORD-2026-4038,CREDIT_CARD,Mastercard,setl_31ccc58aa8,2026-04-14 22:10:00,2187.83,51.41,9.25,2127.17,,SETTLED
pay_bd9573ba59e545,MID_RAZOR_991,ORD-2026-4039,CREDIT_CARD,Visa,setl_d3e4b33bc1,2026-04-14 22:15:00,13633.73,320.39,57.67,13255.67,,SETTLED
pay_d1097100aacc4b,MID_RAZOR_991,ORD-2026-4040,DEBIT_CARD,Mastercard,setl_c0b19c76de,2026-04-14 22:20:00,2760.73,64.88,11.68,2684.17,,SETTLED
pay_fb356e3cebf44f,MID_RAZOR_991,ORD-2026-4041,CREDIT_CARD,Mastercard,setl_f92653603a,2026-04-14 22:25:00,17400.53,408.91,73.6,16918.02,,SETTLED
pay_f729af21afc248,MID_RAZOR_991,ORD-2026-4042,CREDIT_CARD,Mastercard,setl_c539875962,2026-04-14 22:30:00,17827.75,418.95,75.41,17333.39,,SETTLED
pay_9699f637b7be43,MID_RAZOR_991,ORD-2026-4043,DEBIT_CARD,Mastercard,setl_34755f8774,2026-04-14 22:35:00,3254.22,76.47,13.76,3163.99,,SETTLED
pay_f2b41bc2cdcf4d,MID_RAZOR_991,ORD-2026-4044,DEBIT_CARD,Visa,setl_b9dc0e04ef,2026-04-14 22:40:00,15635.47,367.43,66.14,15201.9,,SETTLED
pay_1301a7e908c44b,MID_RAZOR_991,ORD-2026-4045,DEBIT_CARD,Visa,setl_8db5753d4f,2026-04-14 22:45:00,11173.83,262.59,47.27,10863.97,,SETTLED
pay_aa26f49c96bc45,MID_RAZOR_991,ORD-2026-4046,DEBIT_CARD,Visa,setl_85138afb7a,2026-04-14 22:50:00,6355.9,149.36,26.88,6179.66,,SETTLED
pay_db88eba71a9a40,MID_RAZOR_991,ORD-2026-4047,DEBIT_CARD,Mastercard,setl_03071098c0,2026-04-14 22:55:00,11801.95,277.35,49.92,11474.68,,SETTLED
pay_7daf3e99895843,MID_RAZOR_991,ORD-2026-4048,DEBIT_CARD,Mastercard,setl_59abce4f0f,2026-04-14 23:00:00,10106.53,237.5,42.75,9826.28,,SETTLED
pay_eb2725a1630741,MID_RAZOR_991,ORD-2026-4049,DEBIT_CARD,Visa,setl_b3251f363f,2026-04-14 23:05:00,6309.36,148.27,26.69,6134.4,,SETTLED
pay_15b4d5be605b49,MID_RAZOR_991,ORD-2026-4050,DEBIT_CARD,Mastercard,setl_c2a0ed2998,2026-04-14 23:10:00,16217.37,381.11,68.6,15767.66,,SETTLED
pay_1d17670270394a,MID_RAZOR_991,ORD-2026-4051,CREDIT_CARD,Visa,setl_6a0de69dc6,2026-04-14 23:15:00,9071.97,213.19,38.37,8820.41,,SETTLED
pay_49fcf183f1534d,MID_RAZOR_991,ORD-2026-4052,CREDIT_CARD,Visa,setl_1b5153e043,2026-04-14 23:20:00,10487.66,246.46,44.36,10196.84,,SETTLED
pay_b761118c5fb846,MID_RAZOR_991,ORD-2026-4053,DEBIT_CARD,Visa,setl_e7a7460265,2026-04-14 23:25:00,19941.83,468.63,84.35,19388.85,,SETTLED
pay_2ee3e667599347,MID_RAZOR_991,ORD-2026-4054,CREDIT_CARD,Mastercard,setl_3142c18eef,2026-04-14 23:30:00,7309.73,171.78,30.92,7107.03,,SETTLED
pay_07b05eeb94ec47,MID_RAZOR_991,ORD-2026-4055,DEBIT_CARD,Visa,setl_c49b4963d8,2026-04-14 23:35:00,6615.65,155.47,27.98,6432.2,,SETTLED
pay_a281dfd2d3a94e,MID_RAZOR_991,ORD-2026-4056,DEBIT_CARD,Visa,setl_3a2237b014,2026-04-14 23:40:00,19260.19,452.61,81.47,18726.11,,SETTLED
pay_2f49aff81ff745,MID_RAZOR_991,ORD-2026-4057,DEBIT_CARD,Mastercard,setl_98dcc6f928,2026-04-14 23:45:00,9372.71,220.26,39.65,9112.8,,SETTLED
pay_9c774d2b0a3349,MID_RAZOR_991,ORD-2026-4058,CREDIT_CARD,Visa,setl_4efeb88f9d,2026-04-14 23:50:00,5400.37,126.91,22.84,5250.62,,SETTLED
pay_d08ea4370e5b4f,MID_RAZOR_991,ORD-2026-4059,CREDIT_CARD,Mastercard,setl_197ba28fb5,2026-04-14 23:55:00,2148.91,50.5,9.09,2089.32,,SETTLED
pay_f2b5ba85c4004f,MID_RAZOR_991,ORD-2026-4060,DEBIT_CARD,Mastercard,setl_278bf3137d,2026-04-15 00:00:00,4417.78,103.82,18.69,4295.27,,SETTLED
pay_ca0736e01eaf4b,MID_RAZOR_991,ORD-2026-4061,DEBIT_CARD,Visa,setl_212ba6362c,2026-04-15 00:05:00,14175.78,333.13,59.96,13782.69,,SETTLED
pay_eb4bc209cbd948,MID_RAZOR_991,ORD-2026-4062,DEBIT_CARD,Mastercard,setl_8f840082fc,2026-04-15 00:10:00,16296.44,382.97,68.93,15844.54,,SETTLED
pay_a3310084dc6446,MID_RAZOR_991,ORD-2026-4063,CREDIT_CARD,Visa,setl_7f176e56e0,2026-04-15 00:15:00,9531.0,223.98,40.32,9266.7,,SETTLED
pay_b1732fdd27b54d,MID_RAZOR_991,ORD-2026-4064,CREDIT_CARD,Mastercard,setl_8d9a4fde82,2026-04-15 00:20:00,5116.4,120.24,21.64,4974.52,,SETTLED
pay_3ff8e6fa150240,MID_RAZOR_991,ORD-2026-4065,DEBIT_CARD,Visa,setl_c407557422,2026-04-15 00:25:00,17681.04,415.5,74.79,17190.75,,SETTLED
pay_7fa107dae5e244,MID_RAZOR_991,ORD-2026-4066,DEBIT_CARD,Mastercard,setl_5a21f6d153,2026-04-15 00:30:00,11677.48,274.42,49.4,11353.66,,SETTLED
pay_07220a7137724f,MID_RAZOR_991,ORD-2026-4067,DEBIT_CARD,Mastercard,setl_7c7c7c68c1,2026-04-15 00:35:00,6785.88,159.47,28.7,6597.71,,SETTLED
pay_db775529a4214f,MID_RAZOR_991,ORD-2026-4068,CREDIT_CARD,Visa,setl_3abcc97022,2026-04-15 00:40:00,16199.05,380.68,68.52,15749.85,,SETTLED
pay_2d93399470cc4c,MID_RAZOR_991,ORD-2026-4069,DEBIT_CARD,Visa,setl_c686203404,2026-04-15 00:45:00,19048.0,447.63,80.57,18519.8,,SETTLED
pay_5121ef26838c42,MID_RAZOR_991,ORD-2026-4070,DEBIT_CARD,Mastercard,setl_a5cae34aea,2026-04-15 00:50:00,5699.84,133.95,24.11,5541.78,,SETTLED
pay_793cdc3dd65746,MID_RAZOR_991,ORD-2026-4071,CREDIT_CARD,Mastercard,setl_651a7b12fb,2026-04-15 00:55:00,15181.37,356.76,64.22,14760.39,,SETTLED
pay_60127dd56ffc4f,MID_RAZOR_991,ORD-2026-4072,DEBIT_CARD,Visa,setl_426fbf2fe1,2026-04-15 01:00:00,10091.13,237.14,42.69,9811.3,,SETTLED
pay_7d142b7b6dc640,MID_RAZOR_991,ORD-2026-4073,CREDIT_CARD,Visa,setl_02564c9cb3,2026-04-15 01:05:00,12890.77,302.93,54.53,12533.31,,SETTLED
pay_59d343575ce847,MID_RAZOR_991,ORD-2026-4074,DEBIT_CARD,Visa,setl_b99745897f,2026-04-15 01:10:00,19447.84,457.02,82.26,18908.56,,SETTLED
pay_a3e8bf1e28c04d,MID_RAZOR_991,ORD-2026-4075,CREDIT_CARD,Mastercard,setl_c889bb39f4,2026-04-15 01:15:00,8276.25,194.49,35.01,8046.75,,SETTLED
